timestamp,elapsed_time,current_speed,tempomat_target,original_tempomat,distance_to_lead,lead_vehicle_speed,distronic_active,distronic_speed,our_position,lead_position
1752778529.9321067,0.016882658004760742,101,120,120,inf,0.0,False,0,0.0,0.0
1752778530.0419283,0.12670421600341797,102,120,120,inf,0.0,False,0,0.0,0.0
1752778530.1504755,0.23525142669677734,103,120,120,inf,0.0,False,0,0.0,0.0
1752778530.259073,0.34384894371032715,104,120,120,inf,0.0,False,0,0.0,0.0
1752778530.3666902,0.45146608352661133,105,120,120,inf,0.0,False,0,0.0,0.0
1752778530.4733183,0.5580942630767822,106,120,120,inf,0.0,False,0,0.0,0.0
1752778530.5805686,0.6653444766998291,107,120,120,inf,0.0,False,0,0.0,0.0
1752778530.6889899,0.7737658023834229,108,120,120,inf,0.0,False,0,0.0,0.0
1752778530.7974715,0.8822474479675293,109,120,120,inf,0.0,False,0,0.0,0.0
1752778530.9049275,0.9897034168243408,110,120,120,inf,0.0,False,0,0.0,0.0
1752778531.0125308,1.097306728363037,111,120,120,inf,0.0,False,0,0.0,0.0
1752778531.1198816,1.2046575546264648,112,120,120,inf,0.0,False,0,0.0,0.0
1752778531.2275496,1.3123254776000977,113,120,120,inf,0.0,False,0,0.0,0.0
1752778531.3349247,1.4197006225585938,114,120,120,inf,0.0,False,0,0.0,0.0
1752778531.4420488,1.526824712753296,115,120,120,inf,0.0,False,0,0.0,0.0
1752778531.549849,1.63462495803833,116,120,120,inf,0.0,False,0,0.0,0.0
1752778531.6572201,1.7419960498809814,117,120,120,inf,0.0,False,0,0.0,0.0
1752778531.7657893,1.8505651950836182,118,120,120,inf,0.0,False,0,0.0,0.0
1752778531.874219,1.9589948654174805,119,120,120,inf,0.0,False,0,0.0,0.0
1752778531.9814246,2.0662004947662354,120,120,120,inf,0.0,False,0,0.0,0.0
1752778532.0898368,2.1746127605438232,120,120,120,inf,0.0,False,0,0.0,0.0
1752778532.19703,2.281805992126465,120,120,120,inf,0.0,False,0,0.0,0.0
1752778532.304917,2.389693021774292,120,120,120,inf,0.0,False,0,0.0,0.0
1752778532.4117472,2.496523141860962,120,120,120,inf,0.0,False,0,0.0,0.0
1752778532.5203443,2.6051201820373535,120,120,120,inf,0.0,False,0,0.0,0.0
1752778532.6292493,2.7140252590179443,120,120,120,inf,0.0,False,0,0.0,0.0
1752778532.7375166,2.8222925662994385,120,120,120,inf,0.0,False,0,0.0,0.0
1752778532.8446538,2.929429769515991,120,120,120,inf,0.0,False,0,0.0,0.0
1752778532.9521873,3.0369632244110107,120,120,120,inf,0.0,False,0,0.0,0.0
1752778533.0590541,3.1438300609588623,120,120,120,inf,0.0,False,0,0.0,0.0
1752778533.1674542,3.252230167388916,120,120,120,inf,0.0,False,0,0.0,0.0
1752778533.276419,3.3611948490142822,120,120,120,inf,0.0,False,0,0.0,0.0
1752778533.3848317,3.4696075916290283,120,120,120,inf,0.0,False,0,0.0,0.0
1752778533.4929166,3.5776925086975098,120,120,120,inf,0.0,False,0,0.0,0.0
1752778533.6000705,3.6848464012145996,120,120,120,inf,0.0,False,0,0.0,0.0
1752778533.7094584,3.794234275817871,120,120,120,inf,0.0,False,0,0.0,0.0
1752778533.8182716,3.903047561645508,120,120,120,inf,0.0,False,0,0.0,0.0
1752778533.925839,4.01061487197876,120,120,120,inf,0.0,False,0,0.0,0.0
1752778534.0337648,4.1185407638549805,120,120,120,inf,0.0,False,0,0.0,0.0
1752778534.1417046,4.226480484008789,120,120,120,inf,0.0,False,0,0.0,0.0
1752778534.248374,4.3331499099731445,120,120,120,inf,0.0,False,0,0.0,0.0
1752778534.3569589,4.441734790802002,120,120,120,inf,0.0,False,0,0.0,0.0
1752778534.466341,4.551116943359375,120,120,120,inf,0.0,False,0,0.0,0.0
1752778534.57645,4.661226034164429,120,120,120,inf,0.0,False,0,0.0,0.0
1752778534.6855268,4.770302772521973,120,120,120,inf,0.0,False,0,0.0,0.0
1752778534.790922,4.87569785118103,120,120,120,inf,0.0,False,0,0.0,0.0
1752778534.899702,4.984477996826172,120,120,120,inf,0.0,False,0,0.0,0.0
1752778535.0072856,5.092061519622803,120,120,120,inf,0.0,False,0,0.0,0.0
1752778535.115747,5.2005228996276855,120,120,120,inf,0.0,False,0,0.0,0.0
1752778535.223699,5.308475017547607,120,120,120,inf,0.0,False,0,0.0,0.0
1752778535.3316865,5.416462421417236,120,120,120,inf,0.0,False,0,0.0,0.0
1752778535.4401731,5.524949073791504,120,120,120,inf,0.0,False,0,0.0,0.0
1752778535.5484085,5.633184432983398,120,120,120,inf,0.0,False,0,0.0,0.0
1752778535.656974,5.741750001907349,120,120,120,inf,0.0,False,0,0.0,0.0
1752778535.7672744,5.852050304412842,120,120,120,inf,0.0,False,0,0.0,0.0
1752778535.8755786,5.960354566574097,120,120,120,inf,0.0,False,0,0.0,0.0
1752778535.98399,6.068765878677368,120,120,120,inf,0.0,False,0,0.0,0.0
1752778536.09242,6.177196025848389,120,120,120,inf,0.0,False,0,0.0,0.0
1752778536.2009413,6.285717248916626,120,120,120,inf,0.0,False,0,0.0,0.0
1752778536.3091202,6.393896102905273,120,120,120,inf,0.0,False,0,0.0,0.0
1752778536.416255,6.501030921936035,120,120,120,inf,0.0,False,0,0.0,0.0
1752778536.5248413,6.609617233276367,120,120,120,inf,0.0,False,0,0.0,0.0
1752778536.6325886,6.717364549636841,120,120,120,inf,0.0,False,0,0.0,0.0
1752778536.740619,6.825394868850708,120,120,120,inf,0.0,False,0,0.0,0.0
1752778536.8486233,6.933399200439453,120,120,120,inf,0.0,False,0,0.0,0.0
1752778536.9563093,7.041085243225098,120,120,120,inf,0.0,False,0,0.0,0.0
1752778537.0642416,7.149017572402954,120,120,120,inf,0.0,False,0,0.0,0.0
1752778537.1729712,7.257747173309326,120,120,120,inf,0.0,False,0,0.0,0.0
1752778537.279747,7.364522933959961,120,120,120,inf,0.0,False,0,0.0,0.0
1752778537.3870788,7.4718546867370605,120,120,120,inf,0.0,False,0,0.0,0.0
1752778537.496208,7.580983877182007,120,120,120,inf,0.0,False,0,0.0,0.0
1752778537.6033757,7.688151597976685,120,120,120,inf,0.0,False,0,0.0,0.0
1752778537.7109509,7.795726776123047,120,120,120,inf,0.0,False,0,0.0,0.0
1752778537.819854,7.904629945755005,120,120,120,inf,0.0,False,0,0.0,0.0
1752778537.927235,8.0120108127594,120,120,120,inf,0.0,False,0,0.0,0.0
1752778538.0354204,8.120196342468262,120,120,120,inf,0.0,False,0,0.0,0.0
1752778538.1447866,8.229562520980835,120,120,120,inf,0.0,False,0,0.0,0.0
1752778538.2541568,8.338932752609253,120,120,120,inf,0.0,False,0,0.0,0.0
1752778538.3625169,8.447292804718018,120,120,120,inf,0.0,False,0,0.0,0.0
1752778538.471074,8.5558500289917,120,120,120,inf,0.0,False,0,0.0,0.0
1752778538.5790715,8.66384744644165,120,120,120,inf,0.0,False,0,0.0,0.0
