timestamp,elapsed_time,current_speed,tempomat_target,original_tempomat,distance_to_lead,lead_vehicle_speed,distronic_active,distronic_speed,our_position,lead_position
1752779154.9303226,0.016039371490478516,101,120,120,inf,0.0,False,0,0.0,0.0
1752779155.0454354,0.13115215301513672,102,120,120,inf,0.0,False,0,0.0,0.0
1752779155.1540282,0.2397449016571045,103,120,120,inf,0.0,False,0,0.0,0.0
1752779155.2612953,0.3470120429992676,104,120,120,inf,0.0,False,0,0.0,0.0
1752779155.370417,0.4561338424682617,105,120,120,inf,0.0,False,0,0.0,0.0
1752779155.4807858,0.566502571105957,106,120,120,inf,0.0,False,0,0.0,0.0
1752779155.5878472,0.6735639572143555,107,120,120,inf,0.0,False,0,0.0,0.0
1752779155.6976721,0.7833888530731201,108,120,120,inf,0.0,False,0,0.0,0.0
1752779155.8039558,0.8896725177764893,109,120,120,inf,0.0,False,0,0.0,0.0
1752779155.9131749,0.9988915920257568,110,120,120,inf,0.0,False,0,0.0,0.0
1752779156.0222125,1.1079292297363281,111,120,120,inf,0.0,False,0,0.0,0.0
1752779156.130836,1.216552734375,112,120,120,inf,0.0,False,0,0.0,0.0
1752779156.2400746,1.325791358947754,113,120,120,inf,0.0,False,0,0.0,0.0
1752779156.348174,1.4338908195495605,114,120,120,inf,0.0,False,0,0.0,0.0
1752779156.4562771,1.5419938564300537,115,120,120,inf,0.0,False,0,0.0,0.0
1752779156.5649364,1.6506531238555908,116,120,120,inf,0.0,False,0,0.0,0.0
1752779156.673068,1.7587847709655762,117,120,120,inf,0.0,False,0,0.0,0.0
1752779156.780543,1.8662598133087158,118,120,120,inf,0.0,False,0,0.0,0.0
1752779156.8911703,1.9768869876861572,119,120,120,inf,0.0,False,0,0.0,0.0
1752779156.9990246,2.0847413539886475,120,120,120,inf,0.0,False,0,0.0,0.0
1752779157.1063008,2.1920175552368164,120,120,120,inf,0.0,False,0,0.0,0.0
1752779157.2155302,2.3012468814849854,120,120,120,inf,0.0,False,0,0.0,0.0
1752779157.3231108,2.408827543258667,120,120,120,inf,0.0,False,0,0.0,0.0
1752779157.4311419,2.5168585777282715,120,120,120,inf,0.0,False,0,0.0,0.0
1752779157.5398388,2.6255555152893066,120,120,120,inf,0.0,False,0,0.0,0.0
1752779157.6489506,2.7346673011779785,120,120,120,inf,0.0,False,0,0.0,0.0
1752779157.7576244,2.843341112136841,120,120,120,inf,0.0,False,0,0.0,0.0
1752779157.8665516,2.952268362045288,120,120,120,inf,0.0,False,0,0.0,0.0
1752779157.9740965,3.0598132610321045,120,120,120,inf,0.0,False,0,0.0,0.0
1752779158.081069,3.166785717010498,120,120,120,inf,0.0,False,0,0.0,0.0
1752779158.1884418,3.274158477783203,120,120,120,inf,0.0,False,0,0.0,0.0
1752779158.295092,3.3808088302612305,120,120,120,inf,0.0,False,0,0.0,0.0
1752779158.4031575,3.4888741970062256,120,120,120,inf,0.0,False,0,0.0,0.0
1752779158.5119889,3.597705602645874,120,120,120,inf,0.0,False,0,0.0,0.0
1752779158.6197462,3.70546293258667,120,120,120,inf,0.0,False,0,0.0,0.0
1752779158.728342,3.814058780670166,120,120,120,inf,0.0,False,0,0.0,0.0
1752779158.8362508,3.9219675064086914,120,120,120,inf,0.0,False,0,0.0,0.0
1752779158.9471474,4.032864093780518,120,120,120,inf,0.0,False,0,0.0,0.0
1752779159.0560389,4.1417555809021,120,120,120,inf,0.0,False,0,0.0,0.0
1752779159.1649349,4.250651597976685,120,120,120,inf,0.0,False,0,0.0,0.0
