timestamp,elapsed_time,current_speed,tempomat_target,original_tempomat,distance_to_lead,lead_vehicle_speed,distronic_active,distronic_speed,our_position,lead_position
1752779731.2433076,0.017186880111694336,101,120,120,inf,0.0,False,0,0.0,0.0
1752779731.3581166,0.13199591636657715,102,120,120,inf,0.0,False,0,0.0,0.0
1752779731.4651883,0.23906755447387695,103,120,120,inf,0.0,False,0,0.0,0.0
1752779731.5735438,0.34742307662963867,104,120,120,inf,0.0,False,0,0.0,0.0
1752779731.68224,0.4561192989349365,105,120,120,inf,0.0,False,0,0.0,0.0
1752779731.7911606,0.565039873123169,106,120,120,inf,0.0,False,0,0.0,0.0
1752779731.899153,0.673032283782959,107,120,120,inf,0.0,False,0,0.0,0.0
1752779732.0069911,0.7808704376220703,108,120,120,inf,0.0,False,0,0.0,0.0
1752779732.114585,0.8884642124176025,109,120,120,inf,0.0,False,0,0.0,0.0
1752779732.221736,0.9956152439117432,110,120,120,inf,0.0,False,0,0.0,0.0
1752779732.3295925,1.1034717559814453,111,120,120,inf,0.0,False,0,0.0,0.0
1752779732.4362204,1.210099697113037,112,120,120,inf,0.0,False,0,0.0,0.0
1752779732.5462174,1.320096731185913,113,120,120,inf,0.0,False,0,0.0,0.0
1752779732.654935,1.428814172744751,114,120,120,inf,0.0,False,0,0.0,0.0
1752779732.7643657,1.5382449626922607,115,120,120,inf,0.0,False,0,0.0,0.0
1752779732.8718977,1.6457769870758057,116,120,120,inf,0.0,False,0,0.0,0.0
1752779732.9798913,1.7537705898284912,117,120,120,inf,0.0,False,0,0.0,0.0
1752779733.0896568,1.8635361194610596,118,120,120,inf,0.0,False,0,0.0,0.0
1752779733.1992702,1.9731495380401611,119,120,120,inf,0.0,False,0,0.0,0.0
1752779733.307414,2.0812933444976807,120,120,120,inf,0.0,False,0,0.0,0.0
1752779733.4154682,2.189347505569458,120,120,120,inf,0.0,False,0,0.0,0.0
1752779733.5235171,2.297396421432495,120,120,120,inf,0.0,False,0,0.0,0.0
1752779733.6298065,2.4036858081817627,120,120,120,inf,0.0,False,0,0.0,0.0
1752779733.7374477,2.511327028274536,120,120,120,inf,0.0,False,0,0.0,0.0
1752779733.8447855,2.6186647415161133,120,120,120,inf,0.0,False,0,0.0,0.0
1752779733.9541993,2.728078603744507,120,120,120,inf,0.0,False,0,0.0,0.0
1752779734.064057,2.8379364013671875,120,120,120,inf,0.0,False,0,0.0,0.0
1752779734.172998,2.9468772411346436,120,120,120,inf,0.0,False,0,0.0,0.0
1752779734.2816644,3.0555436611175537,120,120,120,inf,0.0,False,0,0.0,0.0
1752779734.3890188,3.162898063659668,120,120,120,inf,0.0,False,0,0.0,0.0
1752779734.4997528,3.273632049560547,120,120,120,inf,0.0,False,0,0.0,0.0
1752779734.6076338,3.3815131187438965,120,120,120,inf,0.0,False,0,0.0,0.0
1752779734.7173634,3.4912426471710205,120,120,120,inf,0.0,False,0,0.0,0.0
1752779734.825902,3.5997812747955322,120,120,120,inf,0.0,False,0,0.0,0.0
1752779734.9333298,3.7072091102600098,120,120,120,inf,0.0,False,0,0.0,0.0
1752779735.0417607,3.8156399726867676,120,120,120,inf,0.0,False,0,0.0,0.0
1752779735.1510487,3.9249279499053955,120,120,120,inf,0.0,False,0,0.0,0.0
1752779735.2603843,4.034263610839844,120,120,120,inf,0.0,False,0,0.0,0.0
1752779735.3694632,4.1433424949646,120,120,120,inf,0.0,False,0,0.0,0.0
1752779735.4773893,4.251268625259399,120,120,120,inf,0.0,False,0,0.0,0.0
1752779735.5850909,4.3589701652526855,120,120,120,inf,0.0,False,0,0.0,0.0
1752779735.6927407,4.466619968414307,120,120,120,inf,0.0,False,0,0.0,0.0
1752779735.800886,4.574765205383301,120,120,120,inf,0.0,False,0,0.0,0.0
1752779735.909269,4.683148384094238,120,120,120,inf,0.0,False,0,0.0,0.0
1752779736.017156,4.791035175323486,120,120,120,inf,0.0,False,0,0.0,0.0
1752779736.124674,4.898553371429443,120,120,120,inf,0.0,False,0,0.0,0.0
1752779736.2353344,5.00921368598938,120,120,120,inf,0.0,False,0,0.0,0.0
1752779736.3444672,5.118346452713013,120,120,120,inf,0.0,False,0,0.0,0.0
1752779736.4542232,5.228102445602417,120,120,120,inf,0.0,False,0,0.0,0.0
1752779736.5626473,5.33652663230896,120,120,120,inf,0.0,False,0,0.0,0.0
1752779736.6715302,5.445409536361694,120,120,120,inf,0.0,False,0,0.0,0.0
1752779736.780042,5.553921222686768,120,120,120,inf,0.0,False,0,0.0,0.0
1752779736.8868442,5.660723447799683,120,120,120,inf,0.0,False,0,0.0,0.0
1752779736.9963484,5.770227670669556,120,120,120,inf,0.0,False,0,0.0,0.0
1752779737.1052735,5.879152774810791,120,120,120,inf,0.0,False,0,0.0,0.0
1752779737.214363,5.9882423877716064,120,120,120,inf,0.0,False,0,0.0,0.0
1752779737.32357,6.09744930267334,120,120,120,inf,0.0,False,0,0.0,0.0
1752779737.4320998,6.205979108810425,120,120,120,inf,0.0,False,0,0.0,0.0
1752779737.5412972,6.315176486968994,120,120,120,inf,0.0,False,0,0.0,0.0
1752779737.649635,6.423514366149902,120,120,120,inf,0.0,False,0,0.0,0.0
1752779737.7583117,6.532191038131714,120,120,120,inf,0.0,False,0,0.0,0.0
1752779737.8642437,6.638123035430908,120,120,120,inf,0.0,False,0,0.0,0.0
1752779737.9715433,6.745422601699829,120,120,120,inf,0.0,False,0,0.0,0.0
1752779738.0793715,6.853250741958618,120,120,120,inf,0.0,False,0,0.0,0.0
1752779738.1882734,6.962152719497681,120,120,120,inf,0.0,False,0,0.0,0.0
1752779738.2959535,7.069832801818848,120,120,120,inf,0.0,False,0,0.0,0.0
1752779738.4039862,7.177865505218506,120,120,120,inf,0.0,False,0,0.0,0.0
1752779738.5114152,7.285294532775879,120,120,120,inf,0.0,False,0,0.0,0.0
1752779738.620638,7.394517183303833,120,120,120,inf,0.0,False,0,0.0,0.0
1752779738.7297547,7.503633975982666,120,120,120,inf,0.0,False,0,0.0,0.0
1752779738.839293,7.613172292709351,120,120,120,inf,0.0,False,0,0.0,0.0
1752779738.94793,7.721809387207031,120,120,120,inf,120,False,0,0.0,0.0
1752779739.0566678,7.830547094345093,120,120,120,inf,120,False,0,0.0,0.0
1752779739.1652145,7.939093828201294,120,120,120,inf,120,False,0,0.0,0.0
1752779739.2736998,8.047579050064087,120,120,120,inf,120,False,0,0.0,0.0
1752779739.3801117,8.153990983963013,120,120,120,inf,120,False,0,0.0,0.0
1752779739.4885533,8.26243257522583,120,120,120,inf,120,False,0,0.0,0.0
1752779739.597399,8.371278285980225,120,120,120,inf,120,False,0,0.0,0.0
1752779739.7043746,8.478253841400146,120,120,120,inf,120,False,0,0.0,0.0
1752779739.8134964,8.58737564086914,120,120,120,inf,120,False,0,0.0,0.0
1752779739.9229715,8.696850776672363,120,120,120,inf,120,False,0,0.0,0.0
1752779740.030054,8.803933382034302,120,120,120,inf,120,False,0,0.0,0.0
1752779740.1382773,8.912156581878662,120,120,120,inf,120,False,0,0.0,0.0
1752779740.2467701,9.020649433135986,120,120,120,inf,120,False,0,0.0,0.0
1752779740.3566904,9.130569696426392,120,120,120,inf,120,False,0,0.0,0.0
1752779740.466668,9.240547180175781,120,120,120,inf,120,False,0,0.0,0.0
1752779740.5747929,9.348672151565552,120,120,120,inf,120,False,0,0.0,0.0
1752779740.6848037,9.458683013916016,120,120,120,inf,120,False,0,0.0,0.0
1752779740.7926445,9.566523790359497,120,120,120,inf,120,False,0,0.0,0.0
1752779740.9007502,9.67462944984436,120,120,120,inf,120,False,0,0.0,0.0
1752779741.0079832,9.781862497329712,120,120,120,inf,120,False,0,0.0,0.0
1752779741.1169894,9.890868663787842,120,120,120,inf,120,False,0,0.0,0.0
1752779741.225025,9.99890422821045,120,120,120,inf,120,False,0,0.0,0.0
1752779741.3334794,10.107358694076538,120,120,120,inf,120,False,0,0.0,0.0
1752779741.442898,10.216777324676514,120,120,120,inf,120,False,0,0.0,0.0
1752779741.5515678,10.325447082519531,120,120,120,inf,120,False,0,0.0,0.0
1752779741.66081,10.434689283370972,120,120,120,inf,120,False,0,0.0,0.0
1752779741.7693777,10.543256998062134,120,120,120,inf,120,False,0,0.0,0.0
1752779741.8780086,10.651887893676758,120,120,120,inf,120,False,0,0.0,0.0
1752779741.9872618,10.761141061782837,120,120,120,inf,120,False,0,0.0,0.0
1752779742.0958688,10.86974811553955,120,120,120,inf,120,False,0,0.0,0.0
1752779742.2025614,10.976440668106079,120,120,120,inf,120,False,0,0.0,0.0
1752779742.3100486,11.083927869796753,120,120,120,inf,120,False,0,0.0,0.0
1752779742.4188128,11.192692041397095,120,120,120,inf,120,False,0,0.0,0.0
1752779742.527301,11.301180362701416,120,120,120,inf,120,False,0,0.0,0.0
1752779742.6350899,11.408969163894653,120,120,120,inf,120,False,0,0.0,0.0
1752779742.7428906,11.516769886016846,120,120,120,inf,120,False,0,0.0,0.0
1752779742.8505826,11.624461889266968,120,120,120,inf,120,False,0,0.0,0.0
1752779742.9582188,11.73209810256958,120,120,120,inf,120,False,0,0.0,0.0
1752779743.067131,11.841010332107544,120,120,120,inf,120,False,0,0.0,0.0
1752779743.1770465,11.950925827026367,120,120,120,inf,120,False,0,0.0,0.0
1752779743.2856483,12.05952763557434,120,120,120,inf,120,False,0,0.0,0.0
1752779743.3947842,12.168663501739502,120,120,120,150.0,120,True,120,3.333333333333334,153.33333333333334
1752779743.5041869,12.278066158294678,120,120,120,150.00000000000003,120,True,120,6.666666666666668,156.66666666666669
1752779743.6115944,12.385473728179932,120,120,120,150.00000000000003,120,True,120,10.000000000000002,160.00000000000003
1752779743.719437,12.493316173553467,120,120,120,150.00000000000003,120,True,120,13.333333333333336,163.33333333333337
1752779743.8271248,12.601004123687744,120,120,120,150.00000000000006,120,True,120,16.66666666666667,166.6666666666667
1752779743.9349837,12.708863019943237,120,120,120,150.00000000000006,120,True,120,20.000000000000007,170.00000000000006
1752779744.0425446,12.816423892974854,120,120,120,150.00000000000006,120,True,120,23.333333333333343,173.3333333333334
1752779744.1511104,12.924989700317383,120,120,120,150.00000000000006,120,True,120,26.66666666666668,176.66666666666674
1752779744.2604327,13.034312009811401,120,120,120,150.00000000000006,120,True,120,30.000000000000014,180.00000000000009
1752779744.3690412,13.14292049407959,120,120,120,150.00000000000009,120,True,120,33.33333333333335,183.33333333333343
1752779744.4786174,13.252496719360352,120,120,120,150.00000000000009,120,True,120,36.666666666666686,186.66666666666677
1752779744.587497,13.361376285552979,120,120,120,150.00000000000009,120,True,120,40.00000000000002,190.0000000000001
1752779744.694956,13.468835353851318,120,120,120,150.0000000000001,120,True,120,43.33333333333336,193.33333333333346
1752779744.8027472,13.576626539230347,120,120,120,150.0000000000001,120,True,120,46.66666666666669,196.6666666666668
1752779744.9091015,13.68298077583313,120,120,120,150.0000000000001,120,True,120,50.00000000000003,200.00000000000014
1752779745.017372,13.791251182556152,120,120,120,150.0000000000001,120,True,120,53.333333333333364,203.33333333333348
1752779745.1273332,13.901212453842163,120,120,120,150.0000000000001,120,True,120,56.6666666666667,206.66666666666683
1752779745.2360466,14.009925842285156,120,120,120,150.00000000000014,120,True,120,60.000000000000036,210.00000000000017
1752779745.3427417,14.116621017456055,120,120,120,150.00000000000014,120,True,120,63.33333333333337,213.3333333333335
1752779745.4497483,14.22362756729126,120,120,120,150.00000000000017,120,True,120,66.6666666666667,216.66666666666686
1752779745.5569155,14.33079481124878,120,120,120,150.00000000000017,120,True,120,70.00000000000003,220.0000000000002
1752779745.6631296,14.43700885772705,120,120,120,150.00000000000017,120,True,120,73.33333333333336,223.33333333333354
1752779745.7716646,14.545543909072876,120,120,120,150.0000000000002,120,True,120,76.66666666666669,226.66666666666688
1752779745.8792417,14.653120994567871,120,120,120,150.00000000000023,120,True,120,80.00000000000001,230.00000000000023
1752779745.9872546,14.761133909225464,120,120,120,150.00000000000023,120,True,120,83.33333333333334,233.33333333333357
1752779746.094576,14.868455171585083,120,120,120,150.00000000000023,120,True,120,86.66666666666667,236.6666666666669
1752779746.203633,14.97751235961914,120,120,120,150.00000000000026,120,True,120,90.0,240.00000000000026
